timestamp,amount,currency,wallet_address,is_fraud
2025-06-04T00:16:39,0.8836,ETH,7f83902353f149020111bc84100bde,0
2025-10-17T19:11:01,0.2176,BTC,67fa1eb5630752064fe3e3b7a3138c,0
2025-01-22T02:35:11,0.15,SOL,d6aeae6df0881a89a0ac05eeeb840a,0
2025-05-20T17:04:03,0.1717,BTC,938f5ca93f4fdc563aac252307526f,0
2025-05-26T21:55:58,0.3318,ETH,7751c207a18e613d42e651fd59f1d1,0
2025-03-15T00:21:25,0.6766,SOL,691deffa7f7e29406b2d0a7d55733f,1
2025-11-11T08:00:46,0.0842,ETH,be6686f2c6bbfc22f6a971e55af092,0
2025-02-27T13:03:48,0.5069,SOL,53150c9c09a45e317d16f1f31264e0,0
2025-04-18T03:38:48,1.4641,ETH,925fb005c6065e55bd1dd14c5be452,0
2025-11-09T15:49:01,0.2446,BTC,81d14d849ba8c46d69aa9de5d89814,0
2025-01-08T14:52:19,0.8701,BTC,e9fb98fe9fe19fa9dbde22a3e6c78a,0
2025-04-15T04:06:10,0.2818,SOL,67904be399d9eeffd19efefde7f601,0
2025-06-20T13:34:43,1.6004,ETH,383fc2622b591a8d478f20236fce82,1
2025-06-29T20:16:47,1.3936,SOL,a5c47297d5371c2d8f96a26f1dc61b,0
2025-11-16T08:55:17,0.234,BTC,98303de3b0f8b3e3c50e9d18497773,0
2025-09-10T05:15:41,1.3343,SOL,632d0487877e9f5e9d1ffbd061f120,0
2025-07-13T09:51:42,0.3417,ETH,8514c5a35822eb6d3ba08ffd21350d,1
2025-11-14T09:04:42,0.3562,SOL,0eadcabdc98a8ff5192c359a3ac604,0
2025-03-19T16:58:09,0.3574,SOL,c100e4a672eb28d9d468fccfa7b818,1
2025-04-22T15:46:03,1.7257,BTC,5776698a4af331c9f00d819a9f1b09,0
2025-10-21T02:01:36,1.3012,SOL,e2a39bec55068988a87cf0ed674092,0
2025-01-20T18:21:47,1.8211,BTC,fe122e0965bfcdf2618e4695841a5c,0
2025-06-19T17:17:57,0.5811,BTC,07d31b2906c944d74ee60816697963,0
2025-07-29T16:21:07,0.4336,ETH,66fb9c704a8c4a5d3139d728418f57,0
2025-04-22T12:51:47,1.387,SOL,5599007c376a2376855b020b874a5a,0
2025-04-04T12:51:26,1.1626,ETH,adb4cbd49ad885aa39b4be08adf20c,0
2025-10-21T07:24:29,1.7096,BTC,d70cd2e034cb2f530ba92eff8c0073,0
2025-08-07T20:48:33,0.0124,BTC,8620fcf2adf6535785e2783108fc2c,0
2025-01-11T14:38:40,1.6418,ETH,c816c912bba494b6f7b9befd7f86dc,1
2025-04-18T10:35:41,0.6046,BTC,f9f025ba4121f5ee80575caf6755ae,1
2025-03-29T10:30:16,1.2389,ETH,bf02bbabf9880111764b6284bd1350,0
2025-05-02T15:03:02,1.404,SOL,0a3660b99db43c14b94e5e8b349716,0
2025-10-05T12:15:45,1.0275,ETH,4e4217387b220b57eecbdf3dbb045b,0
2025-10-03T07:36:57,0.7286,BTC,c89b5ed3b850913a934c7f7794fd4e,0
2025-09-28T10:06:19,1.3824,BTC,81b2483eec3b10bf8aecf168754061,0
2025-09-02T04:03:27,1.8791,BTC,bfb9e4cfdff6b5c73c71840beb9805,0
2025-01-15T19:35:45,1.3245,SOL,9110ef750756f213295a34b0c13cbf,0
2025-08-08T12:20:53,0.6546,BTC,c862de0eae0c9b7bdc4cb4c18e46f6,0
2025-09-23T08:16:25,1.8264,ETH,53ded74e2fdbaf2591207e3234093d,0
2025-05-25T20:16:01,1.388,ETH,24a5b4056ba121a224dd6f2cbc88fa,0
2025-01-03T01:32:14,0.3836,BTC,97d6e11e490fc4c65dd346ec420642,0
2025-07-01T13:12:55,1.1199,BTC,ee2dba331127c1a1ce86331ab21489,1
2025-01-20T18:47:05,0.1976,ETH,195049a31fa20be5bdbcd5c851277f,1
2025-05-03T06:54:14,1.7655,ETH,eb10acb3efe404c9d490c297a722fa,0
2025-11-16T00:19:55,0.8059,BTC,c3426c6250666ca7d55f0c67a96250,0
2025-04-13T01:31:01,1.7745,BTC,5ee830b635fb4191830ec2a69ccc30,0
2025-02-19T02:57:21,1.0867,BTC,370ee4c8093eae0c984416215ab388,0
2025-07-25T17:47:35,1.4548,SOL,af7f9b01333a186d3110bad7bb9658,0
2025-03-04T01:29:53,1.7536,ETH,2b7de3d636d439c31643acffbc9e07,0
2025-06-15T05:30:28,0.3491,BTC,9a8fdaf795f4831fdb503eb3b8f920,0
2025-02-14T02:39:46,1.2598,BTC,a30484d2003e110951573334158c37,0
2025-01-02T16:51:10,0.021,BTC,f4c7442b0aeefe48a8debbcb760dbb,0
2025-10-26T05:44:05,1.8747,ETH,2a2f6f9322ca3a68aa66036ce0920e,0
2025-09-02T21:24:22,0.3187,ETH,f8ca339a8ec979ae6bbfcf65be4f15,0
2025-02-15T22:20:29,1.5999,ETH,9b8bd33a4c8bb4ee9f145a537f88ac,0
2025-07-31T19:40:27,0.7703,BTC,8483ffe4d41a3416ecd6f96f40dec8,0
2025-05-08T07:03:32,1.2385,SOL,13214755be7f916a68b1c4fed90de6,0
2025-05-08T12:56:24,1.9857,SOL,2502236ce74c85cc5e59c0df9e9330,0
2025-03-23T11:01:13,1.1805,SOL,1635125117551b085ad234b99244dc,0
2025-07-17T06:22:09,1.4125,SOL,6b65fce3fabbd03e284260713e65b3,0
2025-07-30T11:14:23,0.7909,BTC,d8b962001b62f193e5424da90995a1,0
2025-07-08T05:52:14,1.9427,ETH,1962b1e511101e8ebfba52407004a2,0
2025-05-29T16:02:16,0.9741,BTC,b3ed340da308cf35b26f940089326a,0
2025-03-05T22:16:34,0.8982,ETH,2f1b653a69ef3c0d6fc40744eaba70,0
2025-11-01T11:56:30,1.6858,BTC,6cf9b36bfaf1061149d9fd91af7685,1
2025-03-05T14:41:38,1.6653,ETH,6dd8f9de67d1ba9e02fe78161af08e,0
2025-03-28T20:59:43,1.7091,SOL,180bf2022ed54016748b17c40d371e,1
2025-05-24T20:51:25,1.6289,SOL,1554854043e8cc72a7bc805231ebb7,0
2025-07-28T06:09:30,1.726,BTC,a638b55d0402622f89320354461670,0
2025-05-05T02:54:52,0.568,BTC,ecc8d592d3b5c76da25ebe4cd5a2c9,0
2025-01-22T18:45:34,0.69,ETH,b5949a93527c29ad698aff06d374f8,0
2025-05-08T22:56:26,0.5794,SOL,18abba37504ae4dd69801679090afc,1
2025-07-01T19:08:54,1.6218,SOL,e4c917a6c6cf7fc148d1470798b34e,0
2025-11-08T01:37:50,1.3422,ETH,01448838fbb62afd54a6ba8f243b3c,0
2025-07-18T02:53:37,1.9962,SOL,4e4f84c642b8c473cc2ab06d5309ce,0
2025-10-23T10:53:01,1.9071,BTC,6eff3873489e9dbb55f73373750178,0
2025-05-15T04:32:24,1.1623,BTC,e571e242fb8674ea273fdc6e86ce1d,0
2025-05-21T08:53:55,0.4398,SOL,5517165e6080bf2018e07a9c16b875,0
2025-08-30T16:50:01,0.3393,SOL,707a0cfece1ffa00aa3f62e27bf67f,0
2025-02-16T17:52:22,0.3823,BTC,5eb154707dfb97349c0a0b1fbbe947,0
2025-09-04T15:35:23,1.9405,ETH,2f57e60adac9667428bff903ac9284,0
2025-07-19T04:24:22,1.099,BTC,c5c3694d13ee40a22034b4145caa1f,0
2025-10-18T17:59:38,0.9567,BTC,780270fda47e0badf966350ade46a0,0
2025-04-23T10:16:23,0.5491,BTC,6ab82f9f91aa22c160ca48918e51d2,0
2025-01-09T13:40:03,0.7052,SOL,b23165d6b5e5145bef1953f97a6627,0
2025-11-17T07:49:59,0.4627,SOL,13e85e7755ba99319eb4734ae18b8e,0
2025-04-11T07:26:56,0.7351,BTC,1bf663f11e2fe45798bc232921560d,0
2025-01-17T04:48:31,1.4512,SOL,cf052418eb3f4da9bdfa73b8bff9ac,0
2025-10-13T10:28:35,0.375,BTC,9a7a19968ffc571b21c602d9db1f26,1
2025-01-27T07:26:01,0.6382,ETH,1d3dd0c485546462922ab7042772c5,0
2025-08-14T10:26:23,1.4401,ETH,5d9953a040b3b0762f49176b0b8a48,0
2025-11-22T09:24:30,1.9668,BTC,92f8fc8e582d2f7cce3f412ac54ff0,0
2025-11-08T13:12:54,0.9917,SOL,c1a21e68d1bfdceca647771b735fd4,0
2025-07-03T15:01:10,1.1176,ETH,7edc5540acdbba36872075e8842c7e,0
2025-08-31T17:07:03,1.1331,SOL,9795bd3ab18e0147650d128d4ced4f,0
2025-10-28T17:01:15,1.2243,BTC,920a9ad37f01607f725130fd6a7d62,0
2025-08-11T01:02:56,1.5647,SOL,e5999aa72bfc68185191ecaddb3a72,0
2025-08-15T18:29:18,0.8329,BTC,788ea8d6cbecf5f7e4fb2ba6c967c7,0
2025-03-29T19:38:58,1.5376,BTC,54987fd7a471289bd14445288a4651,0
2025-11-22T04:48:25,1.6239,ETH,fd47c8c42051173ad6be52516c1d1a,0
2025-01-17T07:51:44,0.1468,ETH,5e10af548b6a45b944b86cd8f896e2,0
2025-02-28T14:03:29,1.1053,ETH,6daa8f018281904b832f172b37f882,0
2025-03-11T04:38:25,1.4968,ETH,b0a8a6f0dd071577d0dabf6a5bed19,0
2025-08-23T01:51:14,1.1658,BTC,d59f70ea4ec6cc466e465ec191cda6,0
2025-01-20T21:32:08,1.6344,SOL,9aba89b752f96d10c888aa32789b2b,0
2025-03-19T03:58:12,0.0701,BTC,cdcbbd201029cf54b2ac00e57e2655,0
2025-01-18T14:50:59,0.7027,ETH,a72ff3071148a90f097b250c556df5,1
2025-02-27T18:05:44,0.4171,BTC,4423faab4db84e49f969ac08f5dde8,0
2025-11-12T17:51:53,1.8415,BTC,50281f71184fc3098cf259eacfb875,0
2025-03-21T01:33:20,0.0528,ETH,f8f280b2fddbf06f197e296f198804,0
2025-08-25T19:13:32,0.6859,ETH,8562520a7b452c1a2121699b98873a,0
2025-08-28T02:16:25,0.4595,SOL,775519a34bb713712eb41070d996cf,0
2025-09-08T13:31:03,1.2112,ETH,f7e81359df3c202e085e4b80dc34f0,0
2025-11-13T03:58:33,1.4682,ETH,7cb49dce7f48bedf4e278c0ed73851,0
2025-03-28T03:35:14,0.4755,BTC,ce0c4e87426b88e04cbc9c253a5da5,0
2025-06-01T05:12:09,0.2822,ETH,5fdf6649cc86e0e3d2f2fb39ef5e2d,0
2025-03-15T16:04:07,1.7325,SOL,422ecae9b99df87720b5c602c46e6f,0
2025-03-22T14:37:14,1.5739,BTC,d540968b06758c0f685f723793c187,0
2025-05-16T21:43:05,1.9861,SOL,9356d62ac7eec21611c3b056bb7181,0
2025-03-17T17:08:51,0.3458,SOL,e019132be3125a79da02d2d4d452cc,0
2025-04-29T22:18:09,0.225,ETH,ff55b1661a23e504c1d1c23a5b4040,0
2025-05-03T09:06:21,0.1272,SOL,aa88ac14bae45b1d0c425b7106a65a,0
2025-08-20T12:48:21,1.6322,SOL,126f2b3da6fa1eeb5049fc81cb05f6,0
2025-04-19T17:18:32,1.5005,ETH,2321e40898dce5aef24e07a3404812,0
2025-06-13T09:19:42,1.3498,SOL,07e2309a50a37d649610f95f75218b,0
2025-02-15T13:41:42,0.641,BTC,8895c973b965f6847f866e4780d628,0
2025-10-20T21:09:53,0.1421,SOL,39a9761edfc59cac2c94cc38d1ee81,0
2025-05-05T03:01:25,0.635,BTC,d9c94eac2ef7e07ce90d659c4d742a,0
2025-04-25T00:02:56,1.5151,BTC,e7d044f229caed5ee294c2ad84ef26,0
2025-04-01T09:01:10,0.1416,BTC,e94cc97093821fef4dda403132ad8f,0
2025-02-11T20:39:59,0.478,BTC,7e0e0cdf50840242d999ca05e793bf,0
2025-08-28T18:17:57,1.9926,BTC,28d7a7f74d568bbcb7c8ba2e236694,0
2025-07-05T23:53:12,1.948,ETH,0e18dfa7a060ec6043f0da9a7bc02d,1
2025-10-31T07:58:00,1.4643,SOL,ca2ef7411f9ca2b0e0eaf4e5919d81,0
2025-09-19T16:09:50,1.7774,BTC,2d14e912363075e79090071a94272a,0
2025-02-19T23:49:46,0.0545,SOL,74eee483b2b326be18fbf9d54dc584,0
2025-04-20T04:53:27,0.192,BTC,fde55f083c63e153b615de987be620,0
2025-11-17T06:40:52,1.4103,ETH,882d3298e4f004d9d9942f105b6214,0
2025-11-12T17:07:06,1.4308,BTC,8f1329bcf3162bdffdb9b10d10b833,0
2025-07-21T05:28:28,0.2588,ETH,8a5c8b044e44344a1006b598ae596e,0
2025-10-22T17:28:01,0.1525,SOL,fa3090628ade13859ebe1ee1b97f90,0
2025-09-14T20:49:53,0.1754,SOL,592b653003a8262fecf07deedeefbd,1
2025-01-02T13:54:37,0.5243,ETH,9c08d23a6bba7d949cd20f9d1971e6,0
2025-05-06T23:35:18,1.2692,ETH,91b0a5193396bc213a018919e494ac,0
2025-10-10T01:26:28,1.2834,BTC,01ad5aff52b9836d93ae85654c1131,0
2025-03-01T15:16:52,1.5192,SOL,6bfe7ad0498dd04250c98f0ff07a99,0
2025-04-11T09:26:50,1.1483,BTC,e231ec9407201933a4731ebe2d118a,0
2025-10-30T05:27:46,0.42,BTC,16953ab94f83e5a814800c3d7366ed,0
2025-10-28T21:29:55,0.5609,SOL,02251fe5eaf5d844530e925300d85c,0
2025-06-19T03:18:30,0.9917,BTC,7c43966665944bd0562ef08164bc77,0
2025-06-16T12:09:33,0.6143,BTC,64c9c00ba3f68c9a12b431bfc78ec0,0
2025-07-01T11:34:15,0.8233,BTC,c2403d8b0b5bb1a6f9a39e2c8f5bd0,1
2025-07-14T01:01:30,1.6098,ETH,b4db64e6c9b8e86e7722babe438ec3,0
2025-05-31T22:55:51,0.0049,ETH,dc873debdb3ca42f6b2a0219446bce,1
2025-03-04T05:05:59,0.2219,ETH,0079e29930a2388a4cc2363c718ef6,0
2025-07-05T02:31:53,0.7334,ETH,f59b26501601d07ecf1f83f1f643f3,0
2025-08-24T08:05:47,1.1429,SOL,791c5a5d768dad90d9976940300dcd,0
2025-06-15T16:23:29,0.9452,BTC,ee9b37c0f633aab16fb0b27164567d,0
2025-07-15T12:38:21,1.3696,BTC,125e92cb91292ed91bb4ecad3eaefb,0
2025-03-21T16:13:07,1.194,SOL,6969aaa1deaca510ae0b4461c3275b,0
2025-07-08T13:28:47,0.929,ETH,f67c0de2f3b41c1e250139e70c9fa5,0
2025-01-23T11:31:02,0.7562,SOL,ed685fecacf268a06decf3f2c8e79a,0
2025-10-28T20:04:08,1.0459,SOL,8dbae641a42a3722bde2cb27c1910d,0
2025-02-27T04:19:10,1.8819,SOL,4f32dc5bbfaa6fc90e9c0f59f7b82c,0
2025-01-17T18:17:51,1.1079,ETH,7675a13a1d39b94dbcd2454e0a2d92,0
2025-01-12T11:21:24,0.9827,ETH,ae196f5080d6cb406ffe3405fa794f,0
2025-11-06T13:54:20,1.8357,BTC,fe433e21e595244f4e04e02227af9d,0
2025-07-30T11:52:32,1.0007,BTC,4c4605b7bef550b66c12dc6d53b8c2,0
2025-06-30T06:06:44,0.2585,SOL,9c3d425e8acc3854f8a978fce2700e,0
2025-09-03T00:27:27,0.169,BTC,e42ec33daa7ae043547fbb15656c6a,0
2025-05-21T13:29:55,1.2298,BTC,fd1ff2189ba48d7d29e31b3362dc81,0
2025-09-26T21:36:03,0.0844,BTC,5dd34dfbcaabe87967ccfa7974ced3,0
2025-02-23T19:55:34,0.0786,SOL,cff5448239dfd55f75fd312c7efafd,0
2025-08-07T19:40:24,0.5066,SOL,d87e8f38c0b50060be082694b7be45,0
2025-08-31T20:30:09,0.8204,BTC,41a031ead8aa8866276cc4380ddd9c,0
2025-09-12T19:39:49,1.2908,SOL,b84219a036479440d0354972eff9b0,0
2025-06-10T19:01:49,0.4475,SOL,6275ef1acf7c0e964d1b93b4c9da48,0
2025-06-06T19:21:45,1.7978,SOL,f95ddf52cf208a2605fe17ba152596,1
2025-09-24T06:12:48,1.315,SOL,b0707b3284da8aa7266197f95b0f46,0
2025-09-10T00:20:17,1.355,SOL,5848b9f0feab1421ee35e4b0d75e54,0
2025-06-14T12:24:25,1.5909,ETH,239b40479f0a5fa59299ce32e2c0df,0
2025-08-11T21:53:00,1.6099,SOL,3248286d503fa794a68bb0a13b0891,0
2025-01-06T08:21:39,0.3862,SOL,5c78a4b3e7274b512f2777b38bead0,0
2025-06-04T22:27:34,1.2755,ETH,626e548feb739100db2dd57a51cc30,0
2025-07-15T19:28:19,1.4409,ETH,41c2109e7f851adf623acb9f4e6e76,1
2025-07-23T08:06:55,1.6547,BTC,9d99bb7eb50aad33a17da0e249f4ca,0
2025-03-03T23:51:07,1.1675,SOL,9b700ac0d16cae037be2b5ecae2d3a,0
2025-01-19T05:36:11,1.1275,ETH,68c96a00f2eae30e7671ab54626d14,0
2025-03-05T11:16:58,0.4566,ETH,4b3b89ccb36059c35dc1e1e8b8369b,0
2025-07-31T09:13:41,1.7929,BTC,85c9c74f08a6f58a0f73165247a64d,1
2025-05-27T13:55:40,1.478,BTC,833ef5e06626a419aa7199f57e113d,0
2025-01-10T00:35:17,1.5357,SOL,b6ff673a4979a755233860de4ade38,0
2025-10-29T11:06:08,1.3138,SOL,54a53f1a924d2ba39ef66adbd90af9,0
2025-06-24T14:27:10,1.7908,SOL,cc48f5f7dfe168b339617eaca1ecd1,0
2025-03-02T21:19:18,0.6971,BTC,bf66816f4efa24e69a5013096ad0e7,0
2025-02-09T04:06:41,1.3479,BTC,b35473292272c03d91523e5ba44bc7,0
2025-08-25T18:17:39,0.9009,SOL,b0f4f25b0d9e12f5f7d1b7d609ef97,0
2025-08-23T18:23:16,1.4167,ETH,4d6405a5a2e4059c5804d626a48658,0
2025-03-26T06:03:44,0.9365,SOL,32332bd2e8852ec6954f331f94d22e,0
2025-08-05T13:17:52,1.0766,BTC,bc817ac707d14b2eff8b5283828351,0
2025-03-24T09:10:30,1.289,BTC,8bd4968b0f07150520207ca1bdb626,0
2025-10-09T12:22:34,1.9499,BTC,c41ae3f9e89446b47e029bf9013b14,0
2025-08-01T01:43:34,1.4808,BTC,0506dab27321df1ef1082531198c27,0
2025-05-15T06:35:08,1.3586,ETH,f793863c534e82231098a12fe4797a,1
2025-04-11T09:11:39,0.0443,ETH,6266915b298a4bbe5ace71bc46182d,0
2025-07-26T02:33:08,0.9895,BTC,8f7e5428cd37c777bd2a401f29697f,0
2025-08-02T23:30:33,1.5648,BTC,b5f5d9082c5282d7aed557dda05ed9,0
2025-11-15T10:15:38,1.3765,ETH,b2a8c2aa81ee9f793a1070710dca27,0
2025-04-16T12:40:19,1.0753,ETH,144059106b64ce2a1ae1bf5bed1346,1
2025-07-27T09:05:35,0.1905,SOL,b896604f43f259fc6e21bb17b06f77,0
2025-04-10T00:33:54,1.9712,ETH,0cb9fa7329a738030b2f0df01288b4,0
2025-11-06T02:28:26,0.9675,ETH,cc10b0e9b2ac0878493f8daac45a49,0
2025-05-27T11:15:42,1.9021,ETH,83e3fceca7907f9f663ad1bd9c87fe,0
2025-06-27T19:39:10,0.253,ETH,aca80ae535c6ff1dda7d0bca705e45,0
2025-09-04T09:03:04,0.1195,SOL,605e453a630e71ebed39f2b7c45687,0
2025-01-24T06:07:07,0.8294,BTC,c7fa1c9e406d1a0c53d15245035f21,1
2025-03-26T02:24:18,1.9593,ETH,a77ee714eb087e933b4ace4b532a71,0
2025-07-15T20:55:20,1.5574,BTC,47e6ee07ee5609ce792103fbdf3863,0
2025-06-14T00:39:09,0.6533,SOL,5785da9965a60d70acbfd778f3bfc4,0
2025-10-18T09:01:00,0.5712,BTC,d4af27c7cfdac589300665100aab5d,0
2025-04-26T14:14:52,0.9277,ETH,c271f07c806f8f5ab7d30c0cc3a4fe,0
2025-09-06T12:56:30,1.3192,SOL,2bdee5f2408aee840c2bffb8dc6ac0,0
2025-08-13T10:59:24,1.9838,SOL,9e12e52841dfaea47b4612521e8d28,0
2025-09-23T13:01:41,1.7844,SOL,bac5e1eb4945ca0afa7e4c99007fa1,0
2025-09-06T16:27:01,0.1206,BTC,7cc9eefa38c0e629a4e9deebce7371,0
2025-07-13T16:13:13,0.5223,SOL,53d1e2dc88fa7be07d028bb06a3aa3,0
2025-01-04T08:17:25,1.9652,ETH,72b0c530eb0162269ccd52b9cbcc90,0
2025-03-24T04:41:45,1.249,SOL,096246776f4a3d6fa0501ba0ba0975,0
2025-03-09T04:16:18,1.8671,ETH,a6611becd83f29ce65388fb1ca5bf9,0
2025-09-07T11:44:34,0.8085,ETH,b5a08e81c66942acee327c76f492ed,0
2025-10-02T04:45:28,0.9348,SOL,4fe2ab0ea00afb9adae764f2ed47c0,0
2025-04-04T16:14:48,0.2433,SOL,7cc9d8deb41d6eb4ac0efa404220c2,0
2025-02-19T05:08:44,0.3841,ETH,91be1c1a19a30687b1ec690beac2c8,1
2025-07-24T05:35:57,1.5358,BTC,6cf6e395cd87df3904e25d06c6372a,0
2025-01-09T23:32:08,0.4957,ETH,19ec95d2082c8300da918ff03e0c44,0
2025-02-01T04:24:33,1.379,BTC,67ccd18c3e505802bd3cff18d42116,0
2025-05-05T06:55:29,1.0207,ETH,e2581abea822b210262ec23d299b2d,0
2025-09-05T05:34:35,0.735,ETH,f428cb917ec0f43f53c8b6a64d9cef,1
2025-09-03T08:14:39,0.1147,BTC,699ee9a82cdf5e983803bc85587db4,0
2025-03-19T18:48:20,1.8072,BTC,348e2bfcb1493c46a79d90cf8d020f,0
2025-04-21T04:19:30,1.4579,ETH,543333715565dba32ec76cf74d1aa2,0
2025-02-16T09:16:39,1.6123,BTC,24a219234c34f40e931bddf93639ed,0
2025-09-17T16:19:05,1.945,SOL,d87982361c2f077c9f6891ea07e37b,0
2025-02-23T09:49:46,0.6619,ETH,8aa0837d6f967670186a6f08bf47e7,0
2025-08-19T18:20:57,0.1837,BTC,278c7eb13b6dfdac7372cf3b560aae,0
2025-10-08T15:11:11,0.4118,ETH,2c9b48534e5dc59f3fc27a2d4e698c,1
2025-03-18T06:31:05,0.5164,BTC,3f2ee505d5e060f55f003a93f1eecc,0
2025-07-12T22:19:49,1.1842,BTC,c4828d4d984a2265a9c12ebe176d5f,0
2025-03-03T18:27:10,1.2805,BTC,25887064bf665e031ba339192a7738,1
2025-10-08T13:21:57,0.9781,ETH,22c51a116fc7b4aad883aad9696a6f,0
2025-05-17T15:32:39,1.2996,BTC,f59345980c9a720339149ccb65179c,0
2025-08-28T11:41:49,0.7216,BTC,156572167caf8af6d562d147744497,0
2025-06-18T19:42:04,1.9556,BTC,6cce88f9f5073a3244d28b8949f054,0
2025-07-25T00:10:11,1.2938,ETH,21116bea48fd3a623e73928bb75c8d,0
2025-01-06T10:48:23,1.3083,SOL,1bb3126e820133731edd555c72dc75,0
2025-06-21T02:02:52,1.5085,SOL,460863ef077804eb08a8bb59b97403,0
2025-10-05T16:07:18,0.5318,ETH,2760a32bfcd2f373240f4795677563,0
2025-04-09T06:45:06,0.2407,BTC,9584cdf9d5e37ca6516659a67ead80,0
2025-10-24T16:44:58,1.9267,SOL,b4f24eac782b00f074863df9658deb,0
2025-06-21T17:46:11,1.1422,ETH,8efc519b861b4eb9be816a97d2ba51,0
2025-06-07T18:49:35,1.4694,SOL,9a43e521952b8e9a40484f00367c55,0
2025-02-23T22:46:36,0.1715,ETH,532383f56a036588bf1b902a2787af,0
2025-08-27T15:10:26,0.6299,ETH,4fd42a667bb230586590a7305a794f,0
2025-07-18T10:50:46,1.0711,SOL,47e35ae8089ae4cc72d0004583392f,0
2025-11-24T04:39:46,0.2554,ETH,3ac7eebd33c45e5d35991d59c32d66,0
